LocID,Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,days_2021,CCDR_2021,CCMR_2021,ISCDR_2021,days_l12m,CCDR_l12m,CCMR_l12m,ISCDR_l12m,CDR_l12m,e0_l12m_M,e0_l12m_F,e0_l12m_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
COD,Democratic Republic of the Congo,Cntry/Terr,"89,561.404",39.5,9.58,28,0.01,0.04,0.06,366,0.01,0.03,0.04,9.17,59.3,62.5,60.9,-0.02,-0.02,-0.02
NER,Niger,Cntry/Terr,"24,206.636",19.1,8.41,28,0.03,0.14,0.18,366,0.01,0.03,0.04,7.90,61.5,63.9,62.7,-0.02,-0.01,-0.02
BRN,Brunei Darussalam,Cntry/Terr,437.483,83.0,4.40,28,0.00,0.00,0.00,366,0.01,0.01,0.02,4.76,74.8,77.2,76.0,-0.02,-0.01,-0.02
SLE,Sierra Leone,Cntry/Terr,"7,976.985",110.5,11.91,28,0.00,0.01,0.01,366,0.01,0.04,0.05,11.40,54.1,55.8,54.9,-0.02,-0.01,-0.02
TCD,Chad,Cntry/Terr,"16,425.859",13.0,12.24,28,0.01,0.05,0.07,366,0.01,0.03,0.05,11.73,53.0,55.9,54.4,-0.02,-0.01,-0.02
BFA,Burkina Faso,Cntry/Terr,"20,903.278",76.4,8.27,28,0.02,0.11,0.14,366,0.01,0.03,0.04,7.78,61.1,62.7,61.8,-0.02,-0.01,-0.02
GIN,Guinea,Cntry/Terr,"13,132.792",53.4,8.54,28,0.00,0.00,0.01,366,0.01,0.03,0.04,8.16,61.0,62.4,61.7,-0.02,-0.01,-0.02
NGA,Nigeria,Cntry/Terr,"206,139.587",226.3,11.97,28,0.02,0.07,0.09,366,0.01,0.03,0.04,11.47,54.0,55.9,54.9,-0.02,-0.01,-0.01
SSD,South Sudan,Cntry/Terr,"11,193.729",18.3,10.56,28,0.00,0.00,0.01,366,0.01,0.02,0.03,10.24,56.6,59.6,58.0,-0.01,-0.01,-0.01
CIV,Cote d'Ivoire,Cntry/Terr,"26,378.275",83.0,10.16,28,0.01,0.03,0.04,366,0.01,0.02,0.03,9.82,56.8,59.3,58.0,-0.01,-0.01,-0.01
MUS,Mauritius,Cntry/Terr,"1,271.767",626.5,8.30,28,0.00,0.00,0.00,366,0.01,0.01,0.01,8.88,71.8,78.6,75.1,-0.01,-0.01,-0.01
SGP,Singapore,Cntry/Terr,"5,850.343","8,357.6",4.45,28,0.00,0.00,0.00,366,0.00,0.00,0.01,5.09,81.6,85.8,83.7,-0.01,-0.01,-0.01
BEN,Benin,Cntry/Terr,"12,123.198",107.5,8.96,28,0.00,0.02,0.02,366,0.00,0.01,0.02,8.60,60.5,63.6,62.0,-0.01,-0.01,-0.01
NZL,New Zealand,Cntry/Terr,"4,822.233",18.3,6.98,28,0.00,0.00,0.00,366,0.01,0.00,0.01,7.26,80.7,84.1,82.4,-0.01,-0.01,-0.01
CHN,China,Cntry/Terr,"1,439,323.774",153.3,7.12,28,0.00,0.00,0.00,366,0.00,0.00,0.00,7.67,74.9,79.3,77.1,0.00,0.00,0.00
THA,Thailand,Cntry/Terr,"69,799.978",136.6,7.61,28,0.00,0.00,0.00,366,0.00,0.00,0.00,8.17,73.6,81.0,77.2,0.00,0.00,0.00
TZA,United Republic of Tanzania,Cntry/Terr,"59,734.213",67.4,6.50,28,0.00,0.00,0.00,366,0.00,0.00,0.00,6.26,63.8,67.4,65.6,0.00,0.00,0.00
BDI,Burundi,Cntry/Terr,"11,890.781",463.0,8.04,28,0.00,0.00,0.00,366,0.00,0.00,0.00,7.66,60.0,63.7,61.8,0.00,0.00,0.00
TWN,"China, Taiwan Province of China",Cntry/Terr,"23,816.775",672.6,7.50,28,0.00,0.00,0.00,366,0.00,0.00,0.00,8.09,78.0,83.3,80.6,0.00,0.00,0.00
AND,Andorra,Cntry/Terr,77.265,164.4,NA,28,2.71,NA,NA,366,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMU,Bermuda,Cntry/Terr,62.273,"1,245.5",NA,28,0.42,NA,NA,366,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR12,Acre,Brazil,892.059,5.4,NA,28,0.95,1.24,1.62,366,0.96,1.26,1.64,NA,NA,NA,NA,NA,NA,NA
BR27,Alagoas,Brazil,"3,375.667",121.2,NA,28,0.89,1.16,1.52,366,0.81,1.05,1.37,NA,NA,NA,NA,NA,NA,NA
BR16,Amapa,Brazil,855.439,6.0,NA,28,1.88,2.45,3.20,366,1.23,1.60,2.09,NA,NA,NA,NA,NA,NA,NA
BR13,Amazonas (BR),Brazil,"4,192.173",2.7,NA,28,7.45,9.70,12.69,366,1.83,2.38,3.12,NA,NA,NA,NA,NA,NA,NA
BR29,Bahia,Brazil,"15,043.792",26.6,NA,28,0.75,0.97,1.27,366,0.66,0.86,1.13,NA,NA,NA,NA,NA,NA,NA
BR23,Ceara,Brazil,"9,236.905",62.0,NA,28,0.63,0.81,1.07,366,1.13,1.47,1.92,NA,NA,NA,NA,NA,NA,NA
BR53,Distrito Federal,Brazil,"3,049.880",529.4,NA,28,1.11,1.45,1.90,366,1.48,1.93,2.53,NA,NA,NA,NA,NA,NA,NA
BR32,Espirito Santo,Brazil,"4,064.780",88.2,NA,28,2.30,2.99,3.91,366,1.43,1.86,2.43,NA,NA,NA,NA,NA,NA,NA
BR52,Goias,Brazil,"7,098.918",20.9,NA,28,0.99,1.29,1.69,366,1.03,1.35,1.76,NA,NA,NA,NA,NA,NA,NA
BR21,Maranhao,Brazil,"7,156.397",21.7,NA,28,0.31,0.40,0.53,366,0.65,0.85,1.11,NA,NA,NA,NA,NA,NA,NA
BR51,Mato Grosso,Brazil,"3,524.464",3.9,NA,28,2.00,2.60,3.40,366,1.42,1.84,2.41,NA,NA,NA,NA,NA,NA,NA
BR50,Mato Grosso do Sul,Brazil,"2,810.886",7.9,NA,28,2.52,3.28,4.30,366,1.02,1.33,1.74,NA,NA,NA,NA,NA,NA,NA
BR31,Minas Gerais,Brazil,"21,411.788",36.5,NA,28,1.71,2.22,2.91,366,0.69,0.89,1.17,NA,NA,NA,NA,NA,NA,NA
BR15,Para,Brazil,"8,701.617",7.0,NA,28,0.56,0.74,0.96,366,0.87,1.13,1.48,NA,NA,NA,NA,NA,NA,NA
BR25,Paraiba,Brazil,"4,064.251",72.0,NA,28,1.14,1.48,1.94,366,0.99,1.29,1.69,NA,NA,NA,NA,NA,NA,NA
BR41,Parana,Brazil,"11,565.208",58.0,NA,28,2.15,2.80,3.67,366,0.85,1.11,1.46,NA,NA,NA,NA,NA,NA,NA
BR26,Pernambuco,Brazil,"9,666.777",98.6,NA,28,0.85,1.10,1.44,366,1.06,1.38,1.81,NA,NA,NA,NA,NA,NA,NA
BR22,Piaui,Brazil,"3,310.800",13.2,NA,28,0.80,1.04,1.36,366,0.92,1.20,1.56,NA,NA,NA,NA,NA,NA,NA
BR33,Rio de Janeiro,Brazil,"17,463.128",399.2,NA,28,2.91,3.79,4.96,366,1.68,2.19,2.87,NA,NA,NA,NA,NA,NA,NA
BR24,Rio Grande do Norte,Brazil,"3,547.108",67.2,NA,28,0.99,1.30,1.70,366,0.92,1.20,1.57,NA,NA,NA,NA,NA,NA,NA
BR43,Rio Grande do Sul,Brazil,"11,507.839",40.9,NA,28,1.93,2.51,3.28,366,0.92,1.20,1.57,NA,NA,NA,NA,NA,NA,NA
BR11,Rondonia,Brazil,"1,797.626",7.6,NA,28,2.73,3.55,4.65,366,1.22,1.59,2.08,NA,NA,NA,NA,NA,NA,NA
BR14,Roraima,Brazil,612.715,2.7,NA,28,1.32,1.72,2.25,366,1.38,1.79,2.34,NA,NA,NA,NA,NA,NA,NA
BR42,Santa Catarina,Brazil,"7,247.033",75.7,NA,28,1.82,2.37,3.11,366,0.86,1.13,1.47,NA,NA,NA,NA,NA,NA,NA
BR35,Sao Paulo,Brazil,"46,446.155",187.1,NA,28,1.62,2.11,2.76,366,1.13,1.47,1.93,NA,NA,NA,NA,NA,NA,NA
BR28,Sergipe,Brazil,"2,325.083",106.0,NA,28,1.55,2.02,2.64,366,1.19,1.55,2.02,NA,NA,NA,NA,NA,NA,NA
BR17,Tocantins,Brazil,"1,590.921",5.7,NA,28,1.08,1.41,1.85,366,0.86,1.12,1.46,NA,NA,NA,NA,NA,NA,NA
VGB,British Virgin Islands,Cntry/Terr,30.237,201.6,NA,28,0.00,NA,NA,366,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYM,Cayman Islands,Cntry/Terr,65.720,273.8,NA,28,0.00,NA,NA,366,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN12,Anhui,China,"65,274.199",467.2,5.96,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN01,Beijing,China,"22,086.180","1,314.7",5.58,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN22,Chongqing,China,"32,032.139",389.2,7.54,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN13,Fujian,China,"40,737.416",335.1,6.20,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN28,Gansu,China,"27,141.188",59.7,6.65,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN19,Guangdong,China,"118,131.330",656.3,4.55,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN20,Guangxi,China,"50,857.686",215.5,5.96,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN24,Guizhou,China,"37,148.668",211.1,6.85,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN21,Hainan,China,"9,689.620",285.0,6.01,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN03,Hebei,China,"77,845.071",414.7,6.38,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN08,Heilongjiang,China,"38,461.125",84.7,6.67,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN16,Henan,China,"98,844.373",591.9,6.80,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN17,Hubei,China,"60,772.884",326.9,7.00,28,0.00,0.00,0.00,366,0.07,0.08,0.11,NA,NA,NA,NA,NA,NA,NA
CN18,Hunan,China,"70,934.167",337.8,7.08,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN05,Inner Mongolia,China,"26,044.057",22.0,5.95,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN14,Jiangxi,China,"47,843.137",286.5,6.06,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN07,Jilin,China,"27,592.345",147.2,6.26,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN06,Liaoning,China,"44,623.518",305.9,7.39,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN27,Shaanxi,China,"39,619.778",192.7,6.24,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN15,Shandong,China,"103,253.406",671.3,7.18,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN09,Shanghai,China,"24,895.657","3,926.1",5.40,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN23,Sichuan,China,"85,873.612",177.1,7.01,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN02,Tianjin,China,"16,016.070","1,416.7",5.42,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN31,Xinjiang,China,"25,869.746",15.6,4.56,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN25,Yunnan,China,"49,811.822",126.4,6.32,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
CN11,Zhejiang,China,"59,983.359",588.1,5.58,28,0.00,0.00,0.00,366,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
IMN,Isle of Man,Cntry/Terr,85.032,149.2,NA,28,0.00,NA,NA,366,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIE,Liechtenstein,Cntry/Terr,38.137,238.4,NA,28,4.46,NA,NA,366,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCO,Monaco,Cntry/Terr,39.244,"26,338.3",NA,28,2.66,NA,NA,366,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSR,Montserrat,Cntry/Terr,4.999,50.0,NA,28,0.00,NA,NA,366,0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNP,Northern Marianas,Cntry/Terr,57.557,125.1,NA,28,0.00,NA,NA,366,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAF,Saint Martin (French part),Cntry/Terr,38.659,729.4,NA,28,0.00,NA,NA,366,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMR,San Marino,Cntry/Terr,33.938,565.6,NA,28,2.31,NA,NA,366,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,Siint Maarten (Dutch part),Cntry/Terr,42.882,"1,261.2",NA,28,0.00,NA,NA,366,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,Turks and Caicos Islands,Cntry/Terr,38.718,40.8,NA,28,0.68,NA,NA,366,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
