Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,days_2021,CCDR_2021,CCMR_2021,ISCDR_2021,days_l12m,CCDR_l12m,CCMR_l12m,ISCDR_l12m,CDR_l12m,e0_l12m_M,e0_l12m_F,e0_l12m_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
Chad,Cntry/Terr,"16,425.86",13,12.24,60,0.01,0.05,0.08,365,0.01,0.03,0.05,11.73,53,55.9,54.4,-0.02,-0.02,-0.02
Madagascar,Cntry/Terr,"27,691.02",47.6,6.13,60,0.01,0.03,0.04,365,0.01,0.03,0.05,5.93,65.7,69,67.3,-0.04,-0.02,-0.03
Sierra Leone,Cntry/Terr,"7,976.99",110.5,11.91,60,0,0.01,0.01,365,0.01,0.03,0.05,11.4,54.1,55.8,54.9,-0.02,-0.01,-0.02
Sri Lanka,Cntry/Terr,"21,413.25",341.5,6.62,60,0.07,0.08,0.12,365,0.02,0.02,0.04,7.02,73.7,80.4,77,-0.04,-0.03,-0.03
Burkina Faso,Cntry/Terr,"20,903.28",76.4,8.27,60,0.02,0.07,0.11,365,0.01,0.03,0.04,7.78,61.1,62.7,61.8,-0.02,-0.01,-0.02
South Sudan,Cntry/Terr,"11,193.73",18.3,10.56,60,0.02,0.05,0.08,365,0.01,0.03,0.04,10.24,56.6,59.6,58,-0.02,-0.01,-0.02
Cote d'Ivoire,Cntry/Terr,"26,378.28",83,10.16,60,0.01,0.04,0.07,365,0.01,0.03,0.04,9.82,56.8,59.3,58,-0.02,-0.01,-0.01
Democratic Republic of the Congo,Cntry/Terr,"89,561.40",39.5,9.58,60,0.01,0.03,0.04,365,0.01,0.03,0.04,9.17,59.3,62.5,60.9,-0.02,-0.02,-0.02
Guinea,Cntry/Terr,"13,132.79",53.4,8.54,60,0,0.01,0.02,365,0.01,0.03,0.04,8.16,61,62.4,61.7,-0.02,-0.01,-0.02
Australia,Cntry/Terr,"25,499.88",3.3,6.6,60,0,0,0,365,0.04,0.02,0.04,6.9,81.6,85.5,83.5,-0.06,-0.05,-0.06
Hubei,China,"60,772.88",326.9,7,60,0,0,0,365,0.03,0.03,0.04,NA,NA,NA,NA,NA,NA,NA
Tajikistan,Cntry/Terr,"9,537.64",68.1,4.9,60,0,0,0,365,0.01,0.03,0.04,4.74,69,73.6,71.2,-0.03,-0.02,-0.02
Japan,Cntry/Terr,"126,476.46",346.9,10.43,60,0.22,0.08,0.12,365,0.06,0.02,0.03,11.66,81.5,87.7,84.5,-0.06,-0.06,-0.06
Cuba,Cntry/Terr,"11,326.62",106.4,8.91,60,0.09,0.06,0.1,365,0.03,0.02,0.03,9.51,76.9,80.9,78.9,-0.04,-0.03,-0.03
Republic of Korea,Cntry/Terr,"51,269.18",527.3,5.92,60,0.08,0.06,0.09,365,0.03,0.02,0.03,6.75,80,86,82.9,-0.05,-0.05,-0.05
Benin,Cntry/Terr,"12,123.20",107.5,8.96,60,0.01,0.04,0.06,365,0.01,0.02,0.03,8.6,60.5,63.6,62,-0.02,-0.01,-0.01
"China, Hong Kong SAR",Cntry/Terr,"7,496.99","7,140.00",6.61,60,0.04,0.02,0.04,365,0.03,0.01,0.02,7.27,82,87.8,84.8,-0.04,-0.04,-0.04
Brunei Darussalam,Cntry/Terr,437.483,83,4.4,60,0,0,0,365,0.01,0.01,0.02,4.76,74.8,77.2,76,-0.02,-0.01,-0.02
China,Cntry/Terr,"1,439,323.77",153.3,7.12,60,0,0,0,365,0,0,0.01,7.67,74.9,79.3,77.1,0,0,0
Mauritius,Cntry/Terr,"1,271.77",626.5,8.3,60,0,0,0,365,0.01,0.01,0.01,8.88,71.8,78.6,75.1,-0.01,-0.01,-0.01
New Zealand,Cntry/Terr,"4,822.23",18.3,6.98,60,0,0,0,365,0.01,0,0.01,7.26,80.7,84.1,82.4,-0.01,-0.01,-0.01
Singapore,Cntry/Terr,"5,850.34","8,357.60",4.45,60,0,0,0,365,0,0,0.01,5.09,81.6,85.8,83.7,-0.01,-0.01,-0.01
Burundi,Cntry/Terr,"11,890.78",463,8.04,60,0,0,0,365,0,0,0,7.66,60,63.7,61.8,0,0,0
Beijing,China,"22,086.18","1,314.70",5.58,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Tianjin,China,"16,016.07","1,416.70",5.42,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Hebei,China,"77,845.07",414.7,6.38,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Inner Mongolia,China,"26,044.06",22,5.95,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Liaoning,China,"44,623.52",305.9,7.39,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Jilin,China,"27,592.35",147.2,6.26,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Heilongjiang,China,"38,461.13",84.7,6.67,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Shanghai,China,"24,895.66","3,926.10",5.4,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Zhejiang,China,"59,983.36",588.1,5.58,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Anhui,China,"65,274.20",467.2,5.96,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Fujian,China,"40,737.42",335.1,6.2,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Jiangxi,China,"47,843.14",286.5,6.06,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Shandong,China,"103,253.41",671.3,7.18,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Henan,China,"98,844.37",591.9,6.8,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Hunan,China,"70,934.17",337.8,7.08,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Guangdong,China,"118,131.33",656.3,4.55,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Guangxi,China,"50,857.69",215.5,5.96,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Hainan,China,"9,689.62",285,6.01,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Chongqing,China,"32,032.14",389.2,7.54,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Sichuan,China,"85,873.61",177.1,7.01,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Guizhou,China,"37,148.67",211.1,6.85,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Yunnan,China,"49,811.82",126.4,6.32,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Shaanxi,China,"39,619.78",192.7,6.24,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Gansu,China,"27,141.19",59.7,6.65,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Xinjiang,China,"25,869.75",15.6,4.56,60,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
"China, Taiwan Province of China",Cntry/Terr,"23,816.78",672.6,7.5,60,0,0,0,365,0,0,0,8.09,78,83.3,80.6,0,0,0
Thailand,Cntry/Terr,"69,799.98",136.6,7.61,60,0,0,0,365,0,0,0,8.17,73.6,81,77.2,0,0,0
United Republic of Tanzania,Cntry/Terr,"59,734.21",67.4,6.5,60,0,0,0,365,0,0,0,6.26,63.8,67.4,65.6,0,0,0
Andorra,Cntry/Terr,77.265,164.4,NA,60,2.05,NA,NA,365,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bermuda,Cntry/Terr,62.273,"1,245.50",NA,60,0.2,NA,NA,365,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
British Virgin Islands,Cntry/Terr,30.237,201.6,NA,60,0,NA,NA,365,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,Cntry/Terr,65.72,273.8,NA,60,0,NA,NA,365,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isle of Man,Cntry/Terr,85.032,149.2,NA,60,0,NA,NA,365,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,Cntry/Terr,38.137,238.4,NA,60,2.39,NA,NA,365,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,Cntry/Terr,39.244,"26,338.30",NA,60,3.26,NA,NA,365,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montserrat,Cntry/Terr,4.999,50,NA,60,0,NA,NA,365,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Marianas,Cntry/Terr,57.557,125.1,NA,60,0,NA,NA,365,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),Cntry/Terr,38.659,729.4,NA,60,0,NA,NA,365,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Marino,Cntry/Terr,33.938,565.6,NA,60,2.69,NA,NA,365,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siint Maarten (Dutch part),Cntry/Terr,42.882,"1,261.20",NA,60,0,NA,NA,365,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,Cntry/Terr,38.718,40.8,NA,60,1.26,NA,NA,365,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
